reached_phase_3_plus,Patient Population,Inclusion Criteria,Protocol/Trial ID,Patient Age Group,Min Patient Age Unit,Max Patient Age Unit,Trial.ID,Patient Segment,Max Patient Age,Min Patient Age,Exclusion Criteria,Trial Phase,Patient Gender
0,"Patients with amyotrophic lateral sclerosis People living with ALS, who were an average of 16 months from symptom onset.","Able to understand and give written informed consent. Male or female patients aged 30 years or greater (inclusive) and less than 80 years of age at the time of Screening. Patients whose conditions are defined as possible or probable or definite ALS per the diagnostic criteria by Awaji-Shima criteria as determined by a neurologist sub- specialising in ALS (e.g., the Principal Investigator by study site). For patients taking riluzole, stable dosing of riluzole over the prior 30-days from Screening. At the time of Screening either disease duration less than or equal to 24-months from symptom onset, or disease duration less than or equal to 12-months from diagnosis. Forced vital capacity (FVC) 60% of predicted value as adjusted for gender, height, and age at the Screening Visit. Patient who has established care with a neurologist at one of the specialized ALS clinics involved in the study and will maintain this clinical care throughout the study. If a patient is referred from a third party (neurologist or a State based ALS organization) they must be willing to transfer care to the neurologist participating in the study. Following completion of the 36-week randomized placebo controlled treatment period, interested participants must meet the following inclusion criteria to enroll in the open-label extension: Participants must have completed the randomized placebo controlled Treatment Period without compliance issues Able to understand and give written informed consent to participant in the open-label extension. If referred from a third party (neurologist or a State based ALS organization), participant agrees to maintain transfer of care to a neurologist participating in the study.",CNMAu8.205 NCT04098406 RESCUE-ALS TrialTroveID-357443,Adults; Older Adults,year(s),year(s),357443,Delay Disease Progression,80.0,30.0,"Patients will be excluded from the study if they meet any of the following criteria: At Screening patients who utilize, or in the Investigator's judgment will be imminently dependent upon: Non-invasive ventilation > 22 hours per day, or Tracheostomy Note: If the patient requires non-invasive ventilation postrandomisation, they will be allowed to continue in the study. Patients with Familial ALS (e.g., 2 or more family members with ALS or motor neuron disease) Patients with a history of carpal tunnel syndrome, polyneuropathy, or in the investigators judgement diseases that could induce polyneuropathy and interfere with electromyography (EMG) recordings. Patients with too severe atrophy of the Abductor Digiti Minimi (ADM), Abductor Pollicis Brevis (APB), Biceps Brachii (BB), or Tibialis Anterior (TA) muscles in the least clinically affected hand and leg, respectively, to allow for reliable EMG recordings. Patient with a history of significant other major medical conditions based on the Investigator's judgment. Based on the investigator's judgment, patients who may have difficulty complying with the protocol and/or any study procedures. Patient with clinically significant abnormalities in haematology, blood chemistry, ECG, or physical examination not resolved by the Baseline visit which according to Investigator can interfere with study participation. Patients with clinically significant hepatic or renal dysfunction or clinical laboratory findings that would limit the interpretability of change in liver or kidney function, or those with low platelet counts (< 150 x 109 per liter) or eosinophilia (absolute eosinophil count of = 500 eosinophils per microliter) at Screening. Patient participating in any other investigational drug trial or using investigational drug (within 12 weeks prior to screening and thereafter). Females who are pregnant or nursing or who plan to get pregnant during the course of this clinical trial or within 6 months of the end of this trial. Females of child-bearing potential, or men, who are unwilling or unable to use accepted methods of birth control. Active inflammatory condition or autoimmune disorder. Positive screen for drugs of abuse. History of gold allergy. Patient is considered a suicide risk in the opinion of the Investigator, has previously made a suicide attempt, or is currently demonstrating active suicidal ideation. Subjects with intermittent passive suicidal ideation are not necessarily excluded based on the assessment of the Investigator. Following completion of the 36-week randomized placebo controlled treatment period, interested participants will be excluded from participating in the open-label extension phase if they meet any of the following criteria: Lack of treatment compliance during the randomized placebo controlled Treatment Period. Positive pregnancy test at the Week 36 visit, or, females who plan to get pregnant during the course of this extension or within 6 months of the end of this extension. Based on the investigator's judgment, patients who may have difficulty complying with the protocol and/or any study procedures. Patient with clinically significant abnormalities in hematology, blood chemistry, ECG, or physical examination identified during the W36 visit which according to Investigator may interfere with continued participation. Patients with clinically significant hepatic or renal dysfunction or clinical laboratory. findings that would limit the interpretability of change in liver or kidney function, or those with low platelet counts (< 150 x 109 per liter) or eosinophilia (absolute eosinophil count of = 500 eosinophils per microliter) at the Week 36 visit. Patient is considered a suicide risk in the opinion of the Investigator, has previously made a suicide attempt, or is currently demonstrating active suicidal ideation. Subjects with intermittent passive suicidal ideation are not necessarily excluded based on the assessment of the Investigator.",Ii,Both
0,Patients with Amyotrophic Lateral Sclerosis,"Able to understand and give written informed consent. Male or female participants aged 18 years or greater (inclusive) at the time of ALS diagnosis. Participants whose conditions are defined as ""definite ALS"" or ""probable ALS"" or ""possible ALS"" diagnostic criteria by the revised El Escorial Criteria as determined by a neurologist specializing in ALS (e.g., the Principal Investigator or subinvestigator at the site). Participant is able to daily consume 60 mL of the investigational drug suspension without substantial dysphagia, OR can intake the drug through a gastrostomy tube. In the judgement of the Investigator, the participant's expected survival is greater than six- months. Participants who have established care with a neurologist at the specialized ALS center involved in the study and will maintain this clinical care throughout the duration of the EAP.",CNMAu8.EAP01 EAP01 NCT04081714 TrialTroveID-356802,Adults; Older Adults,year(s),,356802,Delay Disease Progression,,18.0,"Participant is eligible for a clinical study with CNM-Au8 for the treatment of ALS. Participant with a history of any clinically significant or unstable medical condition based on the Investigator's judgment that may interfere with assessment of the study objectives. Based on the investigator's judgment, participants who may have difficulty complying with the protocol and/or any study procedures. Participant with clinically significant abnormalities in hematology, blood chemistry, ECG, or physical examination not resolved by the Baseline visit which according to Investigator can interfere with EAP participation1. Participants with clinically significant hepatic or renal dysfunction or clinical laboratory findings that would limit the interpretability of change in liver or kidney function, or those with low platelet counts (< 150 x 109 per liter) or eosinophilia (absolute eosinophil count of ≥ 500 eosinophils per microliter) at Screening. Participants with a prior history of, or positive serological assay for the presence of HIV infection, or laboratory evidence of active or chronic infection with hepatitis C (HCV) or hepatitis B (HBV). Note, participants who have been vaccinated for HBV and have detectable HB antibodies are not excluded unless positive for surface antigen (HBsAg). Participant has participated in any other investigational drug trial (within 4-weeks prior to screening or at least five-half lives of the investigational product), unless waived at the discretion of the Sponsor (e.g., for other investigational drug trials with no known interaction with CNM-Au8). Females who are pregnant or nursing or who plan to get pregnant during the course of this clinical trial or within 6 months of the end of this trial. Females of child-bearing potential, or men, who are unwilling or unable to use accepted methods of birth control. History of gold allergy.",Ii,Both
0,Patients diagnosed with Amyotrophic Lateral Sclerosis.,"Able to understand and give written informed consent. Male or female patients aged 35 years or greater (inclusive) and less than 75 years of age at the time of ALS diagnosis. Patients with a confirmed ALS diagnosis: ""definite ALS"" or ""probable ALS"" or ""possible"" diagnostic criteria per the revised El Escorial Criteria as determined by a neurologist subspecializing in ALS (e.g., the Principal Investigator by study site). Stable background therapy (e.g., stable dosing of riluzole within the prior 6-weeks) per Investigator discretion. At the time of Screening disease duration less than or equal to 24-months from symptom onset OR within 12-moths of a confirmed ALS diagnosis. Forced vital capacity (FVC) >/= 60% of predicted value as adjusted for gender, height, and age at the Screening Visit. Patients who are ambulatory (e.g., normal ambulation, early ambulation difficulties, or walks with assistance) on the ALSFRS-R scale.",CNMAu8.203 NCT03843710 REPAIR-ALS TrialTroveID-343595,Adults; Older Adults,year(s),year(s),343595,Delay Disease Progression,75.0,35.0,"At Screening patients who utilize, or in the Investigator's judgment will be imminently dependent upon during the course of this study: Non-invasive ventilation Gastrostomy (e.g., use of percutaneous endoscopic gastrostomy tube) Use of wheel chair Patient who have previously undergone tracheostomy. Patient with a history of significant other major medical condition based on the Investigator's judgment. Based on the investigator's judgment, patients who may have difficulty complying with the protocol and/or study procedures. Patient with clinically significant abnormalities in hematology, blood chemistry, ECG, or physical examination not resolved by the Baseline visit which according to Investigator can interfere with study participation. Patient participating in any other investigational drug trial or using investigational drug (within 12 weeks prior to screening and thereafter) Females who are pregnant or nursing or who plan to get pregnant during the course of this clinical trial or within 6 months of the end of this trial. Positive screen for drugs of abuse or known alcohol abuse. Women of child-bearing potential, or men, who are unwilling or unable to use accepted methods of birth control during the study or for 6 months following completion of study participation. Women with a positive pregnancy test, are lactating, or are planning to become pregnant during the study. Patients with implanted metal objects in their body that may be affected by an MRI procedure. Patients who are claustrophobic or otherwise unlikely to be able to complete the MRI scanning procedures. Patients with a history of gold allergy.",Ii,Both
0,Patients with Amyotrophic Lateral Sclerosis (ALS),"Confirmed diagnosis of ALS (Possible, Lab-supported Probable, Probable or Definite El Escorial Criteria) Duration of ALS symptoms < or = 36 months Progressive weakness in upper extremities, with EMG supported evidence of denervation in both upper extremities Forced Vital Capacity > or = 50% of predicted normal in supine Age: 18 years or older Able to provide Informed Consent Be geographically accessible to the study site and able to travel to study site for required visits Have caregiver to assist in the transportation and care required by participation in the study Not taking riluzole and/or edaravone or on a stable dose for > or = 30 day For women of child bearing capacity, negative pregnancy test prior to surgery and willingness to use birth control for the duration of the trial. Medically able to undergo craniotomy as determined by the site PI and/or investigators Medically able to tolerate the immunosuppression regimen as determined by the site PI",NCT05306457 STUDY00000278 TrialTroveID-428784,Adults; Older Adults,year(s),,428784,Unspecified,,18.0,Using invasive ventilatory assistance Diagnosis of another active or unstable medical illness that may interfere with study participation at discretion of PI Presence of any of the following conditions: Current drug or alcohol abuse Any known immunodeficiency syndrome Unstable medical condition Unstable psychiatric illness including psychosis and untreated major depression within 90 days of screening Persons of child bearing capacity not willing to practice birth control Receiving any investigational device/biologic/drug in the past 30 days or any previous exposure to stem cell therapy Any condition in the upper extremities that precludes serial strength or coordination testing Any condition that the investigators feel may pose complications for the surgery Any condition or ALS disease phenotype that the site PI feels may interfere with participation in the study or in the interpretation of study endpoints Allergy to Beta-Lactam antibiotics Donor Specific Antibodies (DSA) > or = 2500MFI or CPRA > or = 20% Contraindications to MRI,I,Both
0,ALS subjects with moderate leg involvement.,"Confirmed diagnosis of ALS (Lab-supported Probable, Probable or Definite EI Escorial Criteria) Duration of symptoms < or = 36 months Progressive weakness in lower extremities, with EMG supported evidence of denervation in both lower extremities. Forced Vital Capacity > 60% of predicted normal in supine. Male/Female; Age: 18 and older Able to provide Informed Consent Be geographically accessible to the study site and able to travel to study site for required visits Have caregiver to assist in the transportation and care required by participation in the study Not taking riluzole or on a stable dose for > or = 30 days For women of child bearing capacity, negative pregnancy test prior to surgery Medically able to undergo thoracolumbar laminectomy or laminoplasty as determined by the site PI and Neurosurgeon Medically able to tolerate the immunosuppression regimen as determined by the site PI",NCT02943850 Pro00042350 TrialTroveID-289249,Adults; Older Adults,year(s),,289249,Delay Disease Progression,,18.0,Using invasive ventilatory assistance Diagnosis of another active or unstable medical illness that may interfere with study participation at discretion of PI Presence of any of the following conditions: Current drug or alcohol abuse Any known immunodeficiency syndrome Unstable medical condition Unstable psychiatric illness including psychosis and untreated major depression within 90 days of screening Persons of child bearing capacity not willing to practice birth control Receiving any investigational device/biologic/drug in past 30 days or any previous exposure to stem cell therapy Any condition in the lower extremities which precludes serial strength testing Any condition that the Neurosurgeon feels may pose complications for the surgery Any condition or ALS disease phenotype that the site PI feels may interfere with participation in the study or in the interpretation of study endpoints,Iii,Both
1,"Patients with Dementia, Alzheimer disease, Vascular dementia, Dementia of Lewy Body, frontotemporal dementia and Mild Cognitive Impairment","Mild and moderate dementia Diagnosis is one of five types of dementia.Alzheimer disease, Vascular dementia, Dementia of Lewy Body, frontotemporal dementia, Mild Cognitive Impairment: (MCI) Clinical Dementia Rating (CDR) is 0.5,1 or 2 (mild-moderate dementia). Mini-Mental State Examination (MMSE) score is between 15 and 28. Treatment has been kept with four drugs, donepezil, galantamine, rivastigmine, memantine and some other drug.5 Agreement with clinical trial is between 50 and 89 years old.6 A declaration of consent shall be valid if drawn up as a document providing sufficient evidence.",jRCTs061180062 TrialTroveID-313732 UMIN000019587,Adults; Older Adults,year(s),year(s),313732,Frontotemporal Dementia; Lewy Body Dementia; Mild; Mild Cognitive Impairment/Dementia Risk; Moderate; Vascular Dementia,89.0,50.0,"Metabolic encephalopathy (hypothyroidism, Vitamin B12 deficiency) Post head trauma Delirium due to any drugs Alcohol abuse Depression under medication Mental disorder treated by antipsychotic drugs Schizophrenia, mania, severe heart failure, and severe liver injury. Chronic renal failure with creatinine clearance less than 20 ml / min. Treated with malignancy Investigator decides inappropriate for enrollment",Iii,Both
0,Patients with Amyotrophic Lateral Sclerosis.,"Eligible subjects had a clinical diagnosis of ALS, a vital capacity (VC) greater than 50% predicted, and symptom onset less than 5 years.",TrialTroveID-079174,,,,79174,Delay Disease Progression,,,,Ii,Both
0,"Patients with definite, probable, or laboratory-supported probable ALS.","Ages Eligible for Study: 21 Years - 85 Years, Genders Eligible for Study: Both Inclusion Criteria: Clinical diagnosis of definite, probable, or laboratory-supported probable ALS. Negative pregnancy test for women of childbearing age and adequate birth control measures. Subjects must be able and willing to give informed consent and must be capable of complying with the trial procedures. FVC > or = 60% of predicted. Age 21 to 85 years, inclusive. Disease duration of less than 5 years. Subjects may take riluzole (without change in dose for more than 30 days before enrollment). Patients who have taken CoQ10 in the past will be eligible if they stop at least 30 days before enrollment. Patients who have taken vitamin E in the past will be eligible if they stop at least 14 days before enrollment.",AAAA1536 NCT00243932 QALS study TrialTroveID-078993,Adults; Older Adults,year(s),year(s),78993,Delay Disease Progression,85.0,21.0,"Exclusion Criteria: Dependency on mechanical ventilation (non-invasive ventilation > 23 hours). Severe and unstable concomitant medical or psychiatric illness. Have insufficiently controlled diabetes mellitus as determined by as a hemoglobin A1c of greater than 10 (Patients on medication for diabetes mellitus that, in the investigator’s opinion, is sufficiently controlled, may participate in the study if they agree to enhanced glucose monitoring and diabetes control through their primary care physician or endocrinologist while taking the study medication.) Be taking warfarin, which interferes with blood clotting (is an ""anticoagulant"") (If patients must begin warfarin therapy during the trial, they may remain on the study medication if the treating physician closely monitors anticoagulation status to assure that adequate and consistent anticoagulation is achieved. Should this not be the case, i.e., should there be concern that the study medication interferes with appropriate anticoagulation, the study medication will be discontinued.) Women who are breast feeding or have a high likelihood of pregnancy. Have significant hepatic (liver) dysfunction (by history, or with serum transaminase levels greater than or equal to three times the upper limit of normal). FVC less than 60%. Exposure to CoQ10 within 30 days of enrollment. Have been exposed to other experimental medications (including minocycline, celecoxib and others at the principal investigator’s discretion) within 30 days of enrollment. (Therapeutic doses of these medications given for indications other than ALS, e.g., celecoxib for osteoarthritis, may be permitted after review by the principal investigator.) Exposure to vitamin E within 14 days of enrollment. Sensitivity to color additive FD&C Yellow No. 5 Sensitivity to aspirin. Exclusion criteria were forced vital capacity (FVC) of less than 60%, severe medical illness, or disease onset more than 5 years before study entry.",Ii,Both
0,,"- patient with consent - patient with following disease: Parkinson's disease, Amyotrophic lateral sclerosis, Glioblastoma, cancer without neurological disease (pulmonary cancer, breast cancer, ovarian cancer, melanoma, thymoma), rheumatoid arthritis.",69HCL22_0275 CTRL COH NCT05370079,Adults; Older Adults,year(s),,431922,,,18.0,- refusal consent - patient with neurological disorder compatible with paraneoplastic neurological syndrome or auto-immune encephalitis - patient under guardianship,Other,Both
0,Patients with Amyotrophic Lateral Sclerosis.,"Ages Eligible for Study: 18 Years to 85 Years, Genders Eligible for Study: Both Inclusion Criteria: Age 18-85 Male or Female Clinically definite or probable ALS by El Escorial criteria ALS-FRS > 25 If on Riluzole they must be on a stable dose for at least 30 days prior to screening Capable of providing informed consent and complying with trial procedures",NCT01259050 TrialTroveID-139279 Zinc-ALS,Adults; Older Adults,year(s),year(s),139279,Delay Disease Progression,85.0,18.0,"Exclusion Criteria: Patients with FVC below 50% History of liver disease Severe renal failure Creatinine greater than or equal to 1.5 mg/dL History of intolerance to zinc or copper Evidence of motor neuron disease for greater than 5 years Any other co-morbid condition which would make completion of the trial unlikely If female, pregnant or breast-feeding; or, if of childbearing age, an unwillingness to use birth control. Any other trial medications. Non-trial medications are not cause for exclusion Patient with history of significant anemia Elevated levels of zinc at baseline Patients with copper levels below normal at baseline",Iii,Both
0,Patients with amyotrophic lateral sclerosis (ALS).,"Ages Eligible for Study: 18 Years to 80 Years; Genders Eligible for Study: Both Inclusion Criteria: Able to provide informed consent. Diagnosis of clinically definite ALS, clinically probable-laboratory supported ALS, clinically probable ALS, or clinically possible ALS based on the revised El Escorial criteria. Patients with ALS < or = 3 years since symptom onset. Symptom onset is defined as date of first muscle weakness or dysarthria. Upright slow vital capacity (SVC)> or = 60% of predicted. If taking riluzole and/or Nuedexta, stable regimen is required for > or = 30 days prior to screening. Medically (either independently or with caregiver assistance) able to comply with study procedures, including subcutaneous (SC) injections of study medication and adherence to concomitant medication restrictions. Patients with amyotrophic lateral sclerosis (ALS) also known as Lou Gehrig's disease who have had symptoms for less than 3 years.",NCT01906658 QSC01-ALS-01 TrialTroveID-185472,Adults; Older Adults,year(s),year(s),185472,Unspecified,80.0,18.0,"Exclusion Criteria: Any medical condition known to have an association with motor neuron dysfunction which might confound or obscure the diagnosis of ALS. Tracheostomy, diaphragm pacing, or ongoing need for assisted ventilation of any type (e.g., bilevel positive airway pressure) for treatment of ALS-related respiratory dysfunction (vital capacity of < 60% predicted, nocturnal desaturation, and/or nocturnal hypoventilation). Patients on assisted ventilation for other reasons require approval from the Medical Monitor. (Supplemental oxygen is acceptable). Recorded diagnosis or evidence of major psychiatric disorder. Clinically evident cognitive and/or behavioral impairment that in the opinion of the Investigator would impair the ability of the patient to comply with the study procedures. Therapies and/or Medications: - History of prior sensitivity to Acthar or other porcine protein products. - Chronic systemic corticosteroid use, defined as > 20 mg of prednisone or equivalent systemic corticosteroid taken for more than 4 consecutive weeks within 6 months prior to randomization. Topical, inhaled, or intra-articular corticosteroids are allowed. - Planned treatment with live or live attenuated vaccines once enrolled in the study. Participation in another therapeutic (drug or device) investigational study within 30 days prior to screening. Type 1 or type 2 diabetes mellitus, or patients currently taking hypoglycemic medication. Contraindication per Acthar Prescribing Information, Appendix D Section 4: scleroderma, osteoporosis, systemic fungal infections, ocular herpes simplex, recent surgery, history of or the presence of peptic ulcer, congestive heart failure, uncontrolled hypertension, primary adrenocortical insufficiency, or adrenal cortical hyperfunction. - For the purposes of this study, osteoporosis is defined as a history of a lumbar spine and/or femoral neck T-score < or = -2.5 on bone densitometry (DXA), OR osteoporosis requiring pharmacologic therapy, OR a history of non-traumatic low impact hip or vertebral fracture, OR patient reported history of osteoporosis. - For the purposes of this study, history of peptic ulcer is defined as < or = 6 months prior to screening. - For the purposes of this study, uncontrolled hypertension is defined as mean systolic blood pressure > or = 140 mmHg and diastolic blood pressure > or = 90 mmHg on > or = 3 seated readings taken at least 5 minutes apart during the screening period. - For the purposes of this study, congestive heart failure is defined as New York Heart Association Functional Class III-IV.",Ii,Both
1,Patients with amyotropic lateral sclerosis (ALS) and symptom onset (defined as first muscle weakness or dysarthria) < or = to two years prior to the screening visit.,"Is 18-75 years of age at Screening Has ALS symptom onset within 2 years prior to Screening Has forced vital capacity (FVC) no higher than 60% at screening If taking riluzole, is on a stable dose for 4 weeks before Screening",MNK14042068 NCT03068754 PENNANT PER-007-18 TrialTroveID-291420,Adults; Older Adults,year(s),year(s),291420,Delay Disease Progression,75.0,18.0,"Has tracheostomy, diaphragm pacing, or an ongoing need for assisted ventilation of any type Has used any medication within a time period not allowed per protocol Has history of Type 1 or Type 2 diabetes mellitus, or any clinically significant infection Used edaravone less than 1 week before Screening Received any stem cell replacement therapy Used steroids within a time period not allowed per protocol",Ii/Iii,Both
0,Patients with Amyotrophic Lateral Sclerosis (ALS).,,TrialTroveID-414519,,,,414519,Delay Disease Progression,,,,Ii,
0,Frontotemporal dementia (FTD) patients,,TrialTroveID-506618,,,,506618,Frontotemporal Dementia,,,,Ii,
0,Patients with amyotrophic lateral sclerosis.,,TrialTroveID-463414,,,,463414,Unspecified,,,,I,
0,Patients with amyotrophic lateral sclerosis (ALS),,TrialTroveID-463412,,,,463412,Unspecified,,,,Iii,
0,Patients (age = 57.7 + or - 11.1 y) with the neurodegenerative disease amyotrophic lateral sclerosis.,,TrialTroveID-079570,Adults; Older Adults,year(s),year(s),79570,Unspecified,69.0,47.0,,Ii,
0,Subjects with amyotrophic lateral sclerosis (ALS).,"Ages Eligible for Study: 18 Years to 80 Years Inclusion Criteria A clinical diagnosis of definite, probably or laboratory supported probably ALS, either sporadic or familial ALS according to a modified El Escorial criteria. Willing and able to give informed consent. FVC greater than or equal to 50% predicted. Evidence of abnormality in upper and/or lower extremity motor function (clinical evidence of muscle atrophy and weakness in an upper and/or lower extremity). The patient should have at least 4 or 8 testable upper extremity muscle groups. Subjects may take riluzole. Riluzole must have been at stable doses for at least thirty days prior to baseline visit. If woman of childbearing age, must be non-lactating and surgically sterile or using an effective method of birth control (double barrier or oral contraceptive) and have a negative pregnancy test. Disease duration less than five years.",M01RR00036 NCRR-M01RR00036-0745 NCT00005674 TrialTroveID-079012,Adults; Older Adults,year(s),year(s),79012,Delay Disease Progression,80.0,18.0,,Ii,Both
0,,Ages Eligible for Study 21 Years to 80 Years Inclusion Criteria Diagnosis of probable or definite ALS. At least 5 of 10 testable upper extremity muscle groups (shoulder and elbow extensors/flexors and grip) of Medical Research Council (MRC) grade 4 or better. At least 5 years from onset of symptoms.,NCT00070993 R01 AT000967-01 R01 AT000967-03 R01-AT000967 R01-AT000967-02 TrialTroveID-078732,Adults; Older Adults,year(s),year(s),78732,Delay Disease Progression,80.0,21.0,Exclusion Criteria Requires tracheostomy ventilation. History of renal disease.,Ii,Both
0,,- ALS - FVC >=50% - Abnormality in upper and/or lower extremity motor function - Not pregnant - Disease duration <5 years,M01RR00109 NCRR-M01RR00109-0750 NCT00005766,Adults; Older Adults,year(s),year(s),224420,,80.0,18.0,,Ii,Both
0,Elderly and patients with Alzheimer's Disease (AD),,TrialTroveID-177421,Older Adults,,,177421,(N/A),,,,I,
0,Young and elderly healthy volunteers.,,TrialTroveID-133804,Older Adults,,,133804,Healthy subjects,,,,I,
0,,,TrialTroveID-359391,,,,359391,Unspecified,,,,Iii,
0,Subjects with Amyotrophic Lateral Sclerosis,"Male or female subjects aged 18-75 years, both inclusive; Must provide written informed consent before any study related procedures; Should be capable to complete all trial related procedures, assessments and visits in the judgement of Investigator; Familial or sporadic ALS diagnosed as possible, laboratory-supported probable, probable, or definite as defined by revised El Escorial criteria; Disease duration from ALS diagnosis < or =24 months; ALSFRS-R total score > or = 36 at screening visit; ALSFRS-R Breathing sub-score should be > or =9 at the time of screening; ALSFRS-R Bulbar sub-score should be > or =9 at the time of screening; Peak inspiratory flow rate (PIFR) > or = 100 L/minute; Forced vital capacity (FVC) >70% of predicted value; Participant must be receiving treatment with stable dose of standard of care treatment for > or =30 days prior to signing informed consent.",AZT-006 NCT04428775 TrialTroveID-376925,Adults; Older Adults,year(s),year(s),376925,Delay Disease Progression,75.0,18.0,"Subjects with bulbar-onset ALS; Any use of non-invasive ventilation (e.g., continuous positive airway pressure, non-invasive bi-level positive airway pressure or non-invasive volume ventilation) for any portion of the day, or mechanical ventilation via tracheostomy, or on any form of oxygen supplementation; Any other significant neurological disorder which can interfere with study assessments, e.g., significant cognitive impairment and/or clinical dementia; Significant psychiatric illness like schizophrenia, bipolar disorder etc. Subjects with depression can be included, only if the depression has been stable and no episode of major depression has occurred in past one year; Severe cardiac disease (e.g.,corrected QT interval > 500ms), Torsade de Pointes, evidence of significant heart failure (New York Heart Association [NYHA] Class 3 or greater, myocardial infarction or unstable angina in the 6 months prior to screening); Any moderate-to-severe pulmonary disease or difficulty taking inhaled drugs; Inability to tolerate the administration of an oral inhaled powder via dry powder inhaler (DPI); Has taken any investigational study drug within 30 days or five half-lives of the drug, whichever is longer, prior to dosing; Currently taking cromolyn, or has taken cromolyn, within the past 12 months; Allergy to cromolyn or cromolyn products, such as Intal®, Nasalcrom®, Opticrom®, Gastrocrom®, etc.; Taking inhaled protein products on a chronic basis (such as insulin, parathyroid hormone [PTH], etc.); Subjects who weigh 88 lb (40 kg) or less, or, body mass index (BMI) of <17.5 or >35.0 at screening; Moderate-to-severe liver disease: aspartate aminotransferase (AST), alanine aminotransferase (ALT), or bilirubin concentrations >3 times the upper limit of normal; patients with hepatic diseases such as hepatic cirrhosis, hepatic cancer and active hepatitis Moderate-to-severe renal disease: creatinine clearance <45 mL/min/1.73 m2 (by Cockcroft-Gault calculation); Any clinically significant disorder or laboratory abnormality that, in the investigator's opinion, could interfere with the subject's participation in the study, place the subject at increased risk, or confound interpretation of the study results; Pregnant or breast-feeding females or sexually active females with childbearing potential, if no adequate contraceptive measures are used.",Ii,Both
0,Subjects With Amyotrophic Lateral Sclerosis/Motor Neuron Disease who Complete Study CMD-2019-001,signed informed consent prior to initiation of any study-specific procedures and treatment documented completion of protocol-specified assessments following completion of 24 weeks treatment on study CMD-2019-001 Investigator considers patient has been tolerating treatment on study CMD-2019-001 and may benefit from continued treatment with CuAT,CMD-2020-001 NCT04313166 TrialTroveID-370043,Adults; Older Adults,year(s),year(s),370043,Delay Disease Progression,75.0,18.0,not dependent on mechanical ventilation,Ii,Both
1,Patients With Amyotrophic Lateral Sclerosis/Motor Neuron Disease,"signed informed consent familial or sporadic ALS/MNS by Awaji-shima Consensus Recommendations not taking riluzole or on stable dose of riluzole for 4 weeks prior to screening visit no prior exposure to agents other than riluzole for treatment of ALS adequate bone marrow reserve, renal and liver function women of childbearing potential must have a negative pregnancy test and be non-lactating women and men with partners of childbearing potential must take effective contraception while on treatment",CMD-2019-001 NCT04082832 TrialTroveID-356775,Adults; Older Adults,year(s),year(s),356775,Delay Disease Progression,75.0,18.0,"presence of a gastrointestinal disorder (eg, malabsorption) that might jeopardize intestinal absorption of study drug inability to perform seated SVC known immune compromising illness or treatment drug abuse or alcoholism clinically significant or active cardiovascular disease acute or chronic infection diagnosis of malignancy within 2 years prior to screening dementia that may affect patient understanding and/or compliance with study requirements and procedures current use of strong inducers or inhibitors of CYPs 2C19 and 2D6 current us of medications (other than riluzole) that are metabolized predominantly by CYP 1A2",Ii/Iii,Both
0,Patients with amyotrophic lateral sclerosis/motor neuron disease who have successfully completed study CMD-2016-001,"Signed informed consent prior to initiation of any study-specific procedures and treatment Documented completion of protocol-specific assessments following completion of six 28-day treatment cycles in study CMD-2016-001 Principal Investigator considers the patient would benefit from continued treatment with Cu(II)ATSM Not taking riluzole or on the same (or lower) dose used during the CMD-2016-001 study Adequate bone marrow reserve, renal and liver function Women and men with partners of childbearing potential must take effective contraception while on study treatment",CMD-2017-001 NCT03136809 TrialTroveID-300572,Adults; Older Adults,year(s),year(s),300572,Delay Disease Progression,75.0,18.0,"Inability to swallow oral medications or presence of a gastrointestinal disorder (e.g.,malabsorption) deemed to jeopardize intestinal absorption of study drug Dependence on mechanical ventilation (invasive or non-invasive) for any part of day or night, where dependence is defined as being unable to lie flat (supine) without it, unable to sleep without it, or daytime use Dementia that may affect either outcome measures or patient understanding and/or compliance with study requirements and procedures Current use of strong inducers or inhibitors of CYPs 2C19 and 2D6",Iii,Both
